year,system,system_name,subject,grade,student_group,valid_tests,n_below,n_approaching,n_met_expectations,n_exceeded_expectations,pct_below,pct_approaching,pct_met_expectations,pct_exceeded_expectations,pct_met_exceeded
2022,10,Anderson County,HS Math,9th through 12th,Super Subgroup,559,363,119,65,12,65,21.3,11.6,2.1,13.8
2022,10,Anderson County,Math,3rd through 5th,All Students,1156,336,409,294,117,29.1,35.4,25.4,10.1,35.6
2022,10,Anderson County,Math,3rd through 5th,Black/Hispanic/Native American,93,28,43,18,4,30.1,46.2,19.4,4.3,23.7
2022,10,Anderson County,Math,3rd through 5th,Economically Disadvantaged,383,162,139,66,16,42.3,36.3,17.2,4.2,21.4
2022,10,Anderson County,Math,3rd through 5th,English Learners with Transitional 1-4,16,5,9,1,1,31.1,56.3,6.3,6.3,12.5
2022,10,Anderson County,Math,3rd through 5th,Students with Disabilities,205,**,**,**,**,**,**,**,**,13.2
2022,10,Anderson County,Math,3rd through 5th,Super Subgroup,550,235,199,96,20,42.7,36.2,17.5,3.6,21.1
2022,10,Anderson County,Math,3rd through 8th,All Students,2662,907,981,599,175,34,36.9,22.5,6.6,29.1
2022,10,Anderson County,Math,3rd through 8th,Black/Hispanic/Native American,209,85,84,34,6,40.6,40.2,16.3,2.9,19.1
2022,10,Anderson County,Math,3rd through 8th,Economically Disadvantaged,859,383,322,134,20,44.6,37.5,15.6,2.3,17.9
2022,10,Anderson County,Math,3rd through 8th,English Learners with Transitional 1-4,47,22,15,7,3,46.8,31.9,14.9,6.4,21.3
2022,10,Anderson County,Math,3rd through 8th,Students with Disabilities,415,**,**,**,**,**,**,**,**,9.2
2022,10,Anderson County,Math,3rd through 8th,Super Subgroup,1220,577,432,183,28,47.3,35.4,15,2.3,17.3
2022,10,Anderson County,Math,6th through 8th,All Students,1506,571,572,305,58,37.8,38,20.3,3.9,24.1
2022,10,Anderson County,Math,6th through 8th,Black/Hispanic/Native American,116,57,41,16,2,49.2,35.3,13.8,1.7,15.5
2022,10,Anderson County,Math,6th through 8th,Economically Disadvantaged,476,**,**,**,**,**,**,**,**,15.1
2022,10,Anderson County,Math,6th through 8th,English Learners with Transitional 1-4,31,17,6,6,2,54.7,19.4,19.4,6.5,25.8
2022,10,Anderson County,Math,6th through 8th,Students with Disabilities,210,**,**,**,**,**,**,**,**,5.2
2022,10,Anderson County,Math,6th through 8th,Super Subgroup,670,342,233,87,8,51,34.8,13,1.2,14.2
2022,10,Anderson County,Science,3rd through 5th,All Students,1156,246,455,396,59,21.2,39.4,34.3,5.1,39.4
2022,10,Anderson County,Science,3rd through 5th,Black/Hispanic/Native American,93,29,39,22,3,31.2,41.9,23.7,3.2,26.9
2022,10,Anderson County,Science,3rd through 5th,Economically Disadvantaged,385,122,169,86,8,31.7,43.9,22.3,2.1,24.4
2022,10,Anderson County,Science,3rd through 5th,English Learners with Transitional 1-4,16,**,**,**,**,**,**,**,**,31.3
2022,10,Anderson County,Science,3rd through 5th,Students with Disabilities,204,79,80,38,7,38.8,39.2,18.6,3.4,22.1
2022,10,Anderson County,Science,3rd through 5th,Super Subgroup,551,171,240,124,16,31,43.6,22.5,2.9,25.4
2022,10,Anderson County,Science,3rd through 8th,All Students,2662,611,1078,860,113,23,40.5,32.3,4.2,36.6
2022,10,Anderson County,Science,3rd through 8th,Black/Hispanic/Native American,209,62,94,48,5,29.6,45,23,2.4,25.4
2022,10,Anderson County,Science,3rd through 8th,Economically Disadvantaged,862,282,382,185,13,32.7,44.3,21.5,1.5,23
2022,10,Anderson County,Science,3rd through 8th,English Learners with Transitional 1-4,47,**,**,**,**,**,**,**,**,23.4
2022,10,Anderson County,Science,3rd through 8th,Students with Disabilities,414,199,148,60,7,48.1,35.7,14.5,1.7,16.2
2022,10,Anderson County,Science,3rd through 8th,Super Subgroup,1222,413,527,260,22,33.8,43.1,21.3,1.8,23.1
2022,10,Anderson County,Science,6th through 8th,All Students,1506,365,623,464,54,24.2,41.4,30.8,3.6,34.4
2022,10,Anderson County,Science,6th through 8th,Black/Hispanic/Native American,116,33,55,26,2,28.5,47.4,22.4,1.7,24.1
2022,10,Anderson County,Science,6th through 8th,Economically Disadvantaged,477,160,213,99,5,33.5,44.7,20.8,1,21.8
2022,10,Anderson County,Science,6th through 8th,English Learners with Transitional 1-4,31,**,**,**,**,**,**,**,**,19.4
2022,10,Anderson County,Science,6th through 8th,Students with Disabilities,210,**,**,**,**,**,**,**,**,10.5
2022,10,Anderson County,Science,6th through 8th,Super Subgroup,671,**,**,**,**,**,**,**,**,21.2
2022,10,Anderson County,Social Studies,3rd through 8th,All Students,1500,376,488,497,139,25.1,32.5,33.1,9.3,42.4
2022,10,Anderson County,Social Studies,3rd through 8th,Black/Hispanic/Native American,116,33,46,35,2,28.4,39.7,30.2,1.7,31.9
2022,10,Anderson County,Social Studies,3rd through 8th,Economically Disadvantaged,473,156,172,128,17,32.9,36.4,27.1,3.6,30.7
2022,10,Anderson County,Social Studies,3rd through 8th,English Learners with Transitional 1-4,31,11,17,2,1,35.5,54.8,6.5,3.2,9.7
2022,10,Anderson County,Social Studies,3rd through 8th,Students with Disabilities,210,127,54,26,3,60.5,25.7,12.4,1.4,13.8
2022,10,Anderson County,Social Studies,3rd through 8th,Super Subgroup,667,246,235,165,21,37,35.2,24.7,3.1,27.9
2022,10,Anderson County,Social Studies,6th through 8th,All Students,1500,376,488,497,139,25.1,32.5,33.1,9.3,42.4
2022,10,Anderson County,Social Studies,6th through 8th,Black/Hispanic/Native American,116,33,46,35,2,28.4,39.7,30.2,1.7,31.9
2022,10,Anderson County,Social Studies,6th through 8th,Economically Disadvantaged,473,156,172,128,17,32.9,36.4,27.1,3.6,30.7
2022,10,Anderson County,Social Studies,6th through 8th,English Learners with Transitional 1-4,31,11,17,2,1,35.5,54.8,6.5,3.2,9.7
2022,10,Anderson County,Social Studies,6th through 8th,Students with Disabilities,210,127,54,26,3,60.5,25.7,12.4,1.4,13.8
2022,10,Anderson County,Social Studies,6th through 8th,Super Subgroup,667,246,235,165,21,37,35.2,24.7,3.1,27.9
2022,10,Anderson County,US History,9th through 12th,All Students,0,*,*,*,*,*,*,*,*,*
2022,10,Anderson County,US History,9th through 12th,Black/Hispanic/Native American,0,*,*,*,*,*,*,*,*,*
2022,10,Anderson County,US History,9th through 12th,Economically Disadvantaged,0,*,*,*,*,*,*,*,*,*
2022,10,Anderson County,US History,9th through 12th,English Learners with Transitional 1-4,0,*,*,*,*,*,*,*,*,*
2022,10,Anderson County,US History,9th through 12th,Students with Disabilities,0,*,*,*,*,*,*,*,*,*
2022,10,Anderson County,US History,9th through 12th,Super Subgroup,0,*,*,*,*,*,*,*,*,*
2022,11,Clinton,ELA,3rd through 5th,All Students,412,73,146,132,61,17.8,35.4,32,14.8,46.8
2022,11,Clinton,ELA,3rd through 5th,Black/Hispanic/Native American,46,9,19,10,8,19.6,41.3,21.7,17.4,39.1
2022,11,Clinton,ELA,3rd through 5th,Economically Disadvantaged,101,30,38,26,7,29.8,37.6,25.7,6.9,32.7
2022,11,Clinton,ELA,3rd through 5th,English Learners with Transitional 1-4,3,*,*,*,*,*,*,*,*,*
2022,11,Clinton,ELA,3rd through 5th,Students with Disabilities,59,25,24,6,4,42.3,40.7,10.2,6.8,16.9
2022,11,Clinton,ELA,3rd through 5th,Super Subgroup,170,50,65,39,16,29.5,38.2,22.9,9.4,32.4
2022,11,Clinton,ELA,3rd through 8th,All Students,497,76,174,167,80,15.3,35,33.6,16.1,49.7
2022,11,Clinton,ELA,3rd through 8th,Black/Hispanic/Native American,54,10,20,13,11,18.5,37,24.1,20.4,44.4
2022,11,Clinton,ELA,3rd through 8th,Economically Disadvantaged,128,33,53,34,8,25.7,41.4,26.6,6.3,32.8
2022,11,Clinton,ELA,3rd through 8th,English Learners with Transitional 1-4,3,*,*,*,*,*,*,*,*,*
2022,11,Clinton,ELA,3rd through 8th,Students with Disabilities,67,27,28,7,5,40.3,41.8,10.4,7.5,17.9
2022,11,Clinton,ELA,3rd through 8th,Super Subgroup,207,53,83,51,20,25.6,40.1,24.6,9.7,34.3
2022,11,Clinton,ELA,6th through 8th,All Students,85,3,28,35,19,3.5,32.9,41.2,22.4,63.5
2022,11,Clinton,ELA,6th through 8th,Black/Hispanic/Native American,8,*,*,*,*,*,*,*,*,*
2022,11,Clinton,ELA,6th through 8th,Economically Disadvantaged,27,3,15,8,1,11.1,55.6,29.6,3.7,33.3
2022,11,Clinton,ELA,6th through 8th,English Learners with Transitional 1-4,0,*,*,*,*,*,*,*,*,*
2022,11,Clinton,ELA,6th through 8th,Students with Disabilities,8,*,*,*,*,*,*,*,*,*
2022,11,Clinton,ELA,6th through 8th,Super Subgroup,37,3,18,12,4,8.2,48.6,32.4,10.8,43.2
2022,11,Clinton,Math,3rd through 5th,All Students,407,83,135,140,49,20.4,33.2,34.4,12,46.4
2022,11,Clinton,Math,3rd through 5th,Black/Hispanic/Native American,46,13,15,16,2,28.3,32.6,34.8,4.3,39.1
2022,11,Clinton,Math,3rd through 5th,Economically Disadvantaged,97,30,35,25,7,30.9,36.1,25.8,7.2,33
2022,11,Clinton,Math,3rd through 5th,English Learners with Transitional 1-4,3,*,*,*,*,*,*,*,*,*
2022,11,Clinton,Math,3rd through 5th,Students with Disabilities,58,26,21,7,4,44.8,36.2,12.1,6.9,19
2022,11,Clinton,Math,3rd through 5th,Super Subgroup,166,55,59,40,12,33.2,35.5,24.1,7.2,31.3
2022,11,Clinton,Math,3rd through 8th,All Students,492,92,160,180,60,18.7,32.5,36.6,12.2,48.8
2022,11,Clinton,Math,3rd through 8th,Black/Hispanic/Native American,54,14,17,21,2,25.9,31.5,38.9,3.7,42.6
2022,11,Clinton,Math,3rd through 8th,Economically Disadvantaged,124,38,45,34,7,30.7,36.3,27.4,5.6,33.1
2022,11,Clinton,Math,3rd through 8th,English Learners with Transitional 1-4,3,*,*,*,*,*,*,*,*,*
2022,11,Clinton,Math,3rd through 8th,Students with Disabilities,66,29,22,11,4,43.9,33.3,16.7,6.1,22.7
2022,11,Clinton,Math,3rd through 8th,Super Subgroup,203,64,71,56,12,31.5,35,27.6,5.9,33.5
2022,11,Clinton,Math,6th through 8th,All Students,85,9,25,40,11,10.6,29.4,47.1,12.9,60
2022,11,Clinton,Math,6th through 8th,Black/Hispanic/Native American,8,*,*,*,*,*,*,*,*,*
2022,11,Clinton,Math,6th through 8th,Economically Disadvantaged,27,**,**,**,**,**,**,**,**,33.3
2022,11,Clinton,Math,6th through 8th,English Learners with Transitional 1-4,0,*,*,*,*,*,*,*,*,*
2022,11,Clinton,Math,6th through 8th,Students with Disabilities,8,*,*,*,*,*,*,*,*,*
2022,11,Clinton,Math,6th through 8th,Super Subgroup,37,**,**,**,**,**,**,**,**,43.2
2022,11,Clinton,Science,3rd through 5th,All Students,409,63,144,182,20,15.4,35.2,44.5,4.9,49.4
2022,11,Clinton,Science,3rd through 5th,Black/Hispanic/Native American,46,8,19,18,1,17.4,41.3,39.1,2.2,41.3
2022,11,Clinton,Science,3rd through 5th,Economically Disadvantaged,99,**,**,**,**,**,**,**,**,33.3
2022,11,Clinton,Science,3rd through 5th,English Learners with Transitional 1-4,3,*,*,*,*,*,*,*,*,*
2022,11,Clinton,Science,3rd through 5th,Students with Disabilities,58,19,20,18,1,32.8,34.5,31,1.7,32.8
2022,11,Clinton,Science,3rd through 5th,Super Subgroup,168,41,64,59,4,24.4,38.1,35.1,2.4,37.5
2022,11,Clinton,Science,3rd through 8th,All Students,494,69,163,228,34,13.9,33,46.2,6.9,53
2022,11,Clinton,Science,3rd through 8th,Black/Hispanic/Native American,54,9,20,22,3,16.7,37,40.7,5.6,46.3
2022,11,Clinton,Science,3rd through 8th,Economically Disadvantaged,126,28,54,42,2,22.2,42.9,33.3,1.6,34.9
2022,11,Clinton,Science,3rd through 8th,English Learners with Transitional 1-4,3,*,*,*,*,*,*,*,*,*
2022,11,Clinton,Science,3rd through 8th,Students with Disabilities,66,21,22,22,1,31.9,33.3,33.3,1.5,34.8
2022,11,Clinton,Science,3rd through 8th,Super Subgroup,205,44,79,74,8,21.5,38.5,36.1,3.9,40
2022,11,Clinton,Science,6th through 8th,All Students,85,6,19,46,14,7,22.4,54.1,16.5,70.6
2022,11,Clinton,Science,6th through 8th,Black/Hispanic/Native American,8,*,*,*,*,*,*,*,*,*
2022,11,Clinton,Science,6th through 8th,Economically Disadvantaged,27,3,13,9,2,11.2,48.1,33.3,7.4,40.7
2022,11,Clinton,Science,6th through 8th,English Learners with Transitional 1-4,0,*,*,*,*,*,*,*,*,*
2022,11,Clinton,Science,6th through 8th,Students with Disabilities,8,*,*,*,*,*,*,*,*,*
2022,11,Clinton,Science,6th through 8th,Super Subgroup,37,3,15,15,4,8.2,40.5,40.5,10.8,51.4
2022,11,Clinton,Social Studies,3rd through 8th,All Students,85,2,24,44,15,2.4,28.2,51.8,17.6,69.4
2022,11,Clinton,Social Studies,3rd through 8th,Black/Hispanic/Native American,8,*,*,*,*,*,*,*,*,*
2022,11,Clinton,Social Studies,3rd through 8th,Economically Disadvantaged,27,1,16,8,2,3.7,59.3,29.6,7.4,37
2022,11,Clinton,Social Studies,3rd through 8th,English Learners with Transitional 1-4,0,*,*,*,*,*,*,*,*,*
2022,11,Clinton,Social Studies,3rd through 8th,Students with Disabilities,8,*,*,*,*,*,*,*,*,*
2022,11,Clinton,Social Studies,3rd through 8th,Super Subgroup,37,1,19,14,3,2.7,51.4,37.8,8.1,45.9
2022,11,Clinton,Social Studies,6th through 8th,All Students,85,2,24,44,15,2.4,28.2,51.8,17.6,69.4
2022,11,Clinton,Social Studies,6th through 8th,Black/Hispanic/Native American,8,*,*,*,*,*,*,*,*,*
2022,11,Clinton,Social Studies,6th through 8th,Economically Disadvantaged,27,1,16,8,2,3.7,59.3,29.6,7.4,37
2022,11,Clinton,Social Studies,6th through 8th,English Learners with Transitional 1-4,0,*,*,*,*,*,*,*,*,*
2022,11,Clinton,Social Studies,6th through 8th,Students with Disabilities,8,*,*,*,*,*,*,*,*,*
2022,11,Clinton,Social Studies,6th through 8th,Super Subgroup,37,1,19,14,3,2.7,51.4,37.8,8.1,45.9
2022,12,Oak Ridge,Biology I,9th through 12th,All Students,332,62,94,123,53,18.7,28.3,37,16,53
2022,12,Oak Ridge,Biology I,9th through 12th,Black/Hispanic/Native American,94,27,34,28,5,28.7,36.2,29.8,5.3,35.1
2022,12,Oak Ridge,Biology I,9th through 12th,Economically Disadvantaged,52,14,21,15,2,27,40.4,28.8,3.8,32.7
2022,12,Oak Ridge,Biology I,9th through 12th,English Learners with Transitional 1-4,10,**,**,**,**,**,**,**,**,20
2022,12,Oak Ridge,Biology I,9th through 12th,Students with Disabilities,32,**,**,**,**,**,**,**,**,9.4
2022,12,Oak Ridge,Biology I,9th through 12th,Super Subgroup,145,45,49,44,7,31.1,33.8,30.3,4.8,35.2
2022,12,Oak Ridge,ELA,3rd through 5th,All Students,948,170,326,335,117,18,34.4,35.3,12.3,47.7
2022,12,Oak Ridge,ELA,3rd through 5th,Black/Hispanic/Native American,238,69,97,58,14,28.9,40.8,24.4,5.9,30.3
2022,12,Oak Ridge,ELA,3rd through 5th,Economically Disadvantaged,221,61,98,53,9,27.6,44.3,24,4.1,28.1
2022,12,Oak Ridge,ELA,3rd through 5th,English Learners with Transitional 1-4,36,13,10,11,2,36,27.8,30.6,5.6,36.1
2022,12,Oak Ridge,ELA,3rd through 5th,Students with Disabilities,148,58,65,22,3,39.2,43.9,14.9,2,16.9
2022,12,Oak Ridge,ELA,3rd through 5th,Super Subgroup,447,125,185,113,24,27.9,41.4,25.3,5.4,30.6
2022,12,Oak Ridge,ELA,3rd through 8th,All Students,2004,338,795,648,223,16.9,39.7,32.3,11.1,43.5
2022,12,Oak Ridge,ELA,3rd through 8th,Black/Hispanic/Native American,535,138,255,112,30,25.8,47.7,20.9,5.6,26.5
2022,12,Oak Ridge,ELA,3rd through 8th,Economically Disadvantaged,418,114,211,76,17,27.2,50.5,18.2,4.1,22.2
2022,12,Oak Ridge,ELA,3rd through 8th,English Learners with Transitional 1-4,74,28,29,15,2,37.8,39.2,20.3,2.7,23
2022,12,Oak Ridge,ELA,3rd through 8th,Students with Disabilities,275,120,115,35,5,43.7,41.8,12.7,1.8,14.5
2022,12,Oak Ridge,ELA,3rd through 8th,Super Subgroup,924,250,438,187,49,27.1,47.4,20.2,5.3,25.5
2022,12,Oak Ridge,ELA,6th through 8th,All Students,1056,168,469,313,106,16,44.4,29.6,10,39.7
2022,12,Oak Ridge,ELA,6th through 8th,Black/Hispanic/Native American,297,69,158,54,16,23.2,53.2,18.2,5.4,23.6
2022,12,Oak Ridge,ELA,6th through 8th,Economically Disadvantaged,197,53,113,23,8,26.8,57.4,11.7,4.1,15.7
2022,12,Oak Ridge,ELA,6th through 8th,English Learners with Transitional 1-4,38,**,**,**,**,**,**,**,**,10.5
2022,12,Oak Ridge,ELA,6th through 8th,Students with Disabilities,127,62,50,13,2,48.8,39.4,10.2,1.6,11.8
2022,12,Oak Ridge,ELA,6th through 8th,Super Subgroup,477,125,253,74,25,26.3,53,15.5,5.2,20.8
2022,12,Oak Ridge,HS English,9th through 12th,All Students,800,86,302,280,132,10.7,37.8,35,16.5,51.5
2022,12,Oak Ridge,HS English,9th through 12th,Black/Hispanic/Native American,213,36,97,65,15,17,45.5,30.5,7,37.6
2022,12,Oak Ridge,HS English,9th through 12th,Economically Disadvantaged,128,26,66,29,7,20.2,51.6,22.7,5.5,28.1
2022,12,Oak Ridge,HS English,9th through 12th,English Learners with Transitional 1-4,20,**,**,**,**,**,**,**,**,5
2022,12,Oak Ridge,HS English,9th through 12th,Students with Disabilities,78,37,34,5,2,47.4,43.6,6.4,2.6,9
2022,12,Oak Ridge,HS English,9th through 12th,Super Subgroup,340,74,154,89,23,21.7,45.3,26.2,6.8,32.9
2022,12,Oak Ridge,HS Math,9th through 12th,All Students,1057,434,305,241,77,41,28.9,22.8,7.3,30.1
2022,12,Oak Ridge,HS Math,9th through 12th,Black/Hispanic/Native American,286,156,75,41,14,54.6,26.2,14.3,4.9,19.2
2022,12,Oak Ridge,HS Math,9th through 12th,Economically Disadvantaged,191,116,48,22,5,60.8,25.1,11.5,2.6,14.1
2022,12,Oak Ridge,HS Math,9th through 12th,English Learners with Transitional 1-4,25,19,4,1,1,76,16,4,4,8
2022,12,Oak Ridge,HS Math,9th through 12th,Students with Disabilities,106,**,**,**,**,**,**,**,**,2.8
2022,12,Oak Ridge,HS Math,9th through 12th,Super Subgroup,467,264,124,61,18,56.4,26.6,13.1,3.9,16.9
2022,12,Oak Ridge,Math,3rd through 5th,All Students,948,150,261,317,220,15.9,27.5,33.4,23.2,56.6
2022,12,Oak Ridge,Math,3rd through 5th,Black/Hispanic/Native American,238,66,79,69,24,27.7,33.2,29,10.1,39.1
2022,12,Oak Ridge,Math,3rd through 5th,Economically Disadvantaged,222,64,65,70,23,28.8,29.3,31.5,10.4,41.9
2022,12,Oak Ridge,Math,3rd through 5th,English Learners with Transitional 1-4,36,12,8,9,7,33.4,22.2,25,19.4,44.4
2022,12,Oak Ridge,Math,3rd through 5th,Students with Disabilities,148,63,42,28,15,42.6,28.4,18.9,10.1,29.1
2022,12,Oak Ridge,Math,3rd through 5th,Super Subgroup,447,119,137,133,58,26.6,30.6,29.8,13,42.7
2022,12,Oak Ridge,Math,3rd through 8th,All Students,2008,388,664,643,313,19.3,33.1,32,15.6,47.6
2022,12,Oak Ridge,Math,3rd through 8th,Black/Hispanic/Native American,534,172,206,121,35,32.1,38.6,22.7,6.6,29.2
2022,12,Oak Ridge,Math,3rd through 8th,Economically Disadvantaged,419,138,152,102,27,33,36.3,24.3,6.4,30.8
2022,12,Oak Ridge,Math,3rd through 8th,English Learners with Transitional 1-4,74,32,21,13,8,43.2,28.4,17.6,10.8,28.4
2022,12,Oak Ridge,Math,3rd through 8th,Students with Disabilities,276,135,78,45,18,48.9,28.3,16.3,6.5,22.8
2022,12,Oak Ridge,Math,3rd through 8th,Super Subgroup,927,297,330,225,75,32,35.6,24.3,8.1,32.4
2022,12,Oak Ridge,Math,6th through 8th,All Students,1060,238,403,326,93,22.4,38,30.8,8.8,39.5
2022,12,Oak Ridge,Math,6th through 8th,Black/Hispanic/Native American,296,106,127,52,11,35.8,42.9,17.6,3.7,21.3
2022,12,Oak Ridge,Math,6th through 8th,Economically Disadvantaged,197,74,87,32,4,37.6,44.2,16.2,2,18.3
2022,12,Oak Ridge,Math,6th through 8th,English Learners with Transitional 1-4,38,20,13,4,1,52.7,34.2,10.5,2.6,13.2
2022,12,Oak Ridge,Math,6th through 8th,Students with Disabilities,128,72,36,17,3,56.3,28.1,13.3,2.3,15.6
2022,12,Oak Ridge,Math,6th through 8th,Super Subgroup,480,178,193,92,17,37.1,40.2,19.2,3.5,22.7
2022,12,Oak Ridge,Science,3rd through 5th,All Students,945,141,286,406,112,14.8,30.3,43,11.9,54.8
2022,12,Oak Ridge,Science,3rd through 5th,Black/Hispanic/Native American,237,63,90,74,10,26.6,38,31.2,4.2,35.4
2022,12,Oak Ridge,Science,3rd through 5th,Economically Disadvantaged,221,59,81,69,12,26.7,36.7,31.2,5.4,36.7
2022,12,Oak Ridge,Science,3rd through 5th,English Learners with Transitional 1-4,36,10,9,13,4,27.8,25,36.1,11.1,47.2
2022,12,Oak Ridge,Science,3rd through 5th,Students with Disabilities,148,44,57,37,10,29.7,38.5,25,6.8,31.8
2022,12,Oak Ridge,Science,3rd through 5th,Super Subgroup,445,103,164,150,28,23.1,36.9,33.7,6.3,40
2022,12,Oak Ridge,Science,3rd through 8th,All Students,2009,282,670,831,226,14.1,33.3,41.4,11.2,52.6
2022,12,Oak Ridge,Science,3rd through 8th,Black/Hispanic/Native American,536,127,218,171,20,23.7,40.7,31.9,3.7,35.6
2022,12,Oak Ridge,Science,3rd through 8th,Economically Disadvantaged,420,110,177,114,19,26.3,42.1,27.1,4.5,31.7
2022,12,Oak Ridge,Science,3rd through 8th,English Learners with Transitional 1-4,74,21,29,19,5,28.3,39.2,25.7,6.8,32.4
2022,12,Oak Ridge,Science,3rd through 8th,Students with Disabilities,279,83,119,65,12,29.7,42.7,23.3,4.3,27.6
2022,12,Oak Ridge,Science,3rd through 8th,Super Subgroup,929,211,376,296,46,22.6,40.5,31.9,5,36.8
2022,12,Oak Ridge,Science,6th through 8th,All Students,1064,141,384,425,114,13.3,36.1,39.9,10.7,50.7
2022,12,Oak Ridge,Science,6th through 8th,Black/Hispanic/Native American,299,64,128,97,10,21.5,42.8,32.4,3.3,35.8
2022,12,Oak Ridge,Science,6th through 8th,Economically Disadvantaged,199,51,96,45,7,25.7,48.2,22.6,3.5,26.1
2022,12,Oak Ridge,Science,6th through 8th,English Learners with Transitional 1-4,38,11,20,6,1,29,52.6,15.8,2.6,18.4
2022,12,Oak Ridge,Science,6th through 8th,Students with Disabilities,131,39,62,28,2,29.8,47.3,21.4,1.5,22.9
2022,12,Oak Ridge,Science,6th through 8th,Super Subgroup,484,108,212,146,18,22.3,43.8,30.2,3.7,33.9
2022,12,Oak Ridge,Social Studies,3rd through 8th,All Students,1053,135,292,462,164,12.8,27.7,43.9,15.6,59.4
2022,12,Oak Ridge,Social Studies,3rd through 8th,Black/Hispanic/Native American,294,59,101,108,26,20.1,34.4,36.7,8.8,45.6
